url_path,views_total,views_unique
/vishal2376/git-coach,39,26
/vishal2376/git-coach/blob/master/screenshots/lesson.jpg,6,4
/vishal2376/git-coach/releases/tag/v5.2,3,2
/vishal2376/git-coach/blob/master/app/src/main/assets/pt/git_commands.json,2,1
/vishal2376/git-coach/blob/master/app/src/main/assets/pt/git_lessons.json,1,1
/vishal2376/git-coach/blob/master/LICENSE,1,1
/vishal2376/git-coach/tree/master/app,1,1
/vishal2376/git-coach/tree/master/app/src,1,1
/vishal2376/git-coach/tree/master/app/src/main,1,1
/vishal2376/git-coach/tree/master/app/src/main/assets,1,1
