url_path,views_total,views_unique
/vishal2376/git-coach,87,71
/vishal2376/git-coach/tree/master/app,18,7
/vishal2376/git-coach/tree/master/app/src/main/java/com/vishal2376/gitcoach,15,4
/vishal2376/git-coach/blob/master/screenshots/lesson.jpg,12,6
/vishal2376/git-coach/blob/master/app/src/main/java/com/vishal2376/gitcoach/adapters/GitInfoAdapter.kt,12,3
/vishal2376/git-coach/tree/master/app/src,11,5
/vishal2376/git-coach/tree/master/app/src/main,11,4
/vishal2376/git-coach/blob/master/app/src/main/java/com/vishal2376/gitcoach/MainActivity.kt,10,4
/vishal2376/git-coach/tree/master/app/src/main/assets,10,2
/vishal2376/git-coach/blob/master/app/src/main/java/com/vishal2376/gitcoach/GitApplication.kt,8,3
