time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-10-09 00:00:00+00:00,6,6,2.0,2.0
2025-10-10 00:00:00+00:00,11,9,11.0,4.0
2025-10-11 00:00:00+00:00,4,4,1.0,1.0
2025-10-12 00:00:00+00:00,1,1,4.0,1.0
2025-10-13 00:00:00+00:00,6,6,4.0,3.0
2025-10-14 00:00:00+00:00,19,4,,
2025-10-15 00:00:00+00:00,18,6,1.0,1.0
2025-10-16 00:00:00+00:00,9,3,3.0,2.0
2025-10-17 00:00:00+00:00,7,2,1.0,1.0
2025-10-18 00:00:00+00:00,9,4,1.0,1.0
2025-10-19 00:00:00+00:00,8,3,3.0,2.0
2025-10-20 00:00:00+00:00,8,3,,
2025-10-21 00:00:00+00:00,1,1,3.0,3.0
2025-10-22 00:00:00+00:00,21,4,1.0,1.0
