url_path,views_total,views_unique
/vishal2376/git-coach,49,28
/vishal2376/git-coach/releases/tag/v5.1,3,3
/vishal2376/git-coach/blob/master/gradlew.bat,3,1
/vishal2376/git-coach/blob/master/screenshots/lesson.jpg,2,2
/vishal2376/git-coach/blob/master/app/src/main/java/com/vishal2376/gitcoach/SplashScreen.kt,1,1
/vishal2376/git-coach/blob/master/README.md,1,1
/vishal2376/git-coach/blob/master/screenshots/cmdR.jpg,1,1
/vishal2376/git-coach/issues,1,1
/vishal2376/git-coach/releases,1,1
/vishal2376/git-coach/tree/master/app,1,1
