time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-01-09 00:00:00+00:00,2.0,1.0,6,5
2025-01-10 00:00:00+00:00,2.0,2.0,9,6
2025-01-11 00:00:00+00:00,8.0,7.0,14,3
2025-01-12 00:00:00+00:00,4.0,2.0,14,6
2025-01-13 00:00:00+00:00,1.0,1.0,20,4
2025-01-14 00:00:00+00:00,1.0,1.0,3,3
2025-01-15 00:00:00+00:00,3.0,1.0,5,4
2025-01-16 00:00:00+00:00,,,2,2
2025-01-17 00:00:00+00:00,4.0,2.0,3,3
2025-01-18 00:00:00+00:00,1.0,1.0,4,2
2025-01-20 00:00:00+00:00,3.0,1.0,5,5
2025-01-21 00:00:00+00:00,2.0,1.0,4,3
2025-01-22 00:00:00+00:00,,,4,3
