time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-04-14 00:00:00+00:00,142,13,10,6
2026-04-15 00:00:00+00:00,26,7,9,6
2026-04-16 00:00:00+00:00,25,10,1,1
2026-04-17 00:00:00+00:00,27,9,0,0
2026-04-18 00:00:00+00:00,32,10,3,2
2026-04-19 00:00:00+00:00,32,13,3,2
2026-04-20 00:00:00+00:00,70,26,3,3
2026-04-21 00:00:00+00:00,41,22,14,7
2026-04-22 00:00:00+00:00,86,24,3,3
2026-04-23 00:00:00+00:00,76,26,5,2
2026-04-24 00:00:00+00:00,89,34,1,1
2026-04-25 00:00:00+00:00,85,27,3,2
2026-04-26 00:00:00+00:00,30,10,9,4
2026-04-27 00:00:00+00:00,3,3,2,2
